tpep_pickup_datetime,PULocationID,trip_distance,fare_amount
2023-02-03 21:59:42,186,0.83,7.9
2023-02-14 08:43:25,237,9.2,45.0
2023-02-06 17:37:53,166,3.47,22.6
2023-02-13 17:29:53,246,3.6,18.4
2023-02-22 13:47:02,239,1.71,12.8
2023-02-23 10:59:37,50,1.65,16.3
2023-02-15 19:56:37,161,1.37,10.7
2023-02-16 16:37:59,164,1.31,13.5
2023-02-27 17:18:32,68,1.61,11.4
2023-02-11 21:04:21,79,1.38,13.5
2023-02-11 01:46:59,48,3.5,17.7
2023-02-09 10:23:49,48,0.56,6.5
2023-02-16 17:28:52,234,0.74,5.8
2023-02-09 16:08:18,236,2.99,18.4
2023-02-10 03:09:28,186,1.9,10.7
2023-02-18 23:05:11,48,1.31,13.5
2023-02-15 07:16:58,48,1.68,12.8
2023-02-11 18:26:19,239,0.93,7.9
2023-02-14 19:32:37,164,1.3,12.1
2023-02-11 17:01:33,132,18.18,70.0
2023-02-12 22:08:08,162,1.45,8.6
2023-02-02 22:55:29,141,2.84,17.0
2023-02-26 00:27:08,107,0.6,5.8
2023-02-23 22:50:35,48,2.54,14.9
2023-02-08 11:16:10,114,1.0,8.6
2023-02-08 10:27:33,164,2.26,20.5
2023-02-01 22:25:56,238,1.17,7.9
2023-02-28 14:56:23,231,2.41,14.9
2023-02-24 01:41:00,90,6.0,27.5
2023-02-10 08:12:56,234,0.89,7.2
2023-02-23 18:36:45,143,0.63,6.5
2023-02-06 06:23:11,68,8.1,35.2
2023-02-17 03:12:59,141,2.15,13.5
2023-02-06 08:27:54,229,1.89,17.0
2023-02-19 10:23:06,74,0.43,5.1
2023-02-22 12:06:03,140,2.51,15.6
2023-02-15 05:32:53,186,2.9,14.9
2023-02-07 20:37:19,100,14.0,58.3
2023-02-21 16:29:22,238,0.39,5.8
2023-02-03 21:00:39,249,1.18,9.3
2023-02-24 07:35:11,100,0.95,7.2
2023-02-27 09:21:25,246,0.8,17.0
2023-02-18 13:19:15,100,1.2,8.6
2023-02-13 22:06:35,186,1.27,10.0
2023-02-05 19:48:57,226,2.92,70.0
2023-02-08 14:39:32,230,1.96,12.8
2023-02-19 01:42:24,161,2.2,14.2
2023-02-16 15:52:48,50,2.64,19.8
2023-02-23 21:41:09,230,2.8,14.9
2023-02-17 21:33:44,79,3.54,18.4
2023-02-24 21:11:29,163,2.0,14.2
2023-02-22 19:49:25,237,1.1,7.2
2023-02-12 11:59:26,237,2.7,14.9
2023-02-01 14:19:47,186,3.1,22.6
2023-02-17 08:34:36,239,1.78,14.2
2023-02-10 13:45:04,236,3.5,24.7
2023-02-28 16:39:22,43,3.7,25.4
2023-02-19 22:57:41,161,3.77,17.7
2023-02-11 01:51:10,148,1.58,9.3
2023-02-17 21:39:21,90,5.8,37.3
2023-02-13 19:14:26,162,2.4,14.2
2023-02-12 01:18:56,263,2.02,10.7
2023-02-06 15:29:36,142,1.0,7.9
2023-02-10 10:33:58,163,1.6,12.1
2023-02-06 06:17:48,100,3.95,20.5
2023-02-02 15:04:13,137,1.65,12.1
2023-02-15 23:01:51,230,17.98,70.0
2023-02-10 17:12:38,151,1.2,9.3
2023-02-09 18:26:18,141,1.0,10.7
2023-02-26 00:59:36,249,1.6,10.7
2023-02-06 13:40:50,237,0.68,6.5
2023-02-23 07:39:21,236,1.7,11.4
2023-02-27 09:29:58,262,1.4,10.0
2023-02-08 11:34:42,24,3.18,19.8
2023-02-14 23:01:46,249,0.85,9.3
2023-02-14 13:56:28,50,1.53,10.7
2023-02-15 15:47:30,141,2.0,15.6
2023-02-03 23:50:28,211,8.19,38.7
2023-02-22 09:22:07,48,0.9,17.0
2023-02-21 16:58:50,229,1.22,9.3
2023-02-20 19:58:28,125,1.88,13.23
2023-02-26 00:27:28,230,3.08,19.1
2023-02-09 10:37:41,237,1.03,8.6
2023-02-17 17:31:33,161,1.47,12.8
2023-02-27 06:42:21,107,1.6,10.7
2023-02-11 00:53:08,79,1.58,14.2
2023-02-06 17:56:27,142,0.62,5.8
2023-02-20 20:41:55,263,3.3,17.7
2023-02-09 23:45:42,132,12.3,52.0
2023-02-15 05:07:42,233,17.82,89.5
2023-02-27 18:31:12,100,2.39,13.5
2023-02-24 23:55:32,48,1.96,11.4
2023-02-10 22:16:04,142,3.45,20.5
2023-02-11 18:57:19,236,1.66,13.5
2023-02-20 01:10:23,186,1.74,9.3
2023-02-01 08:52:40,236,1.68,13.5
2023-02-07 19:17:10,161,3.03,17.0
2023-02-02 17:43:19,132,18.04,70.0
2023-02-06 04:12:54,75,7.66,30.3
2023-02-23 21:50:50,236,0.77,7.2
2023-02-02 17:48:01,237,2.41,14.9
2023-02-02 13:52:38,236,1.98,10.0
2023-02-07 16:27:39,143,1.3,14.2
2023-02-25 00:08:17,132,18.79,70.0
2023-02-02 17:56:29,231,1.36,9.3
2023-02-18 23:08:51,229,6.47,28.2
2023-02-12 00:53:08,107,5.64,28.9
2023-02-05 13:47:04,48,0.6,5.1
2023-02-28 12:22:10,138,11.39,45.0
2023-02-25 17:46:36,137,0.71,7.2
2023-02-16 13:11:10,161,0.77,7.9
2023-02-03 18:12:10,249,2.9,17.7
2023-02-02 18:42:31,161,1.6,12.1
2023-02-20 16:36:15,236,3.6,21.2
2023-02-07 11:05:47,233,1.26,16.3
2023-02-01 13:14:09,132,16.9,70.0
2023-02-22 20:52:59,238,2.34,14.9
2023-02-17 22:32:13,236,1.5,10.0
2023-02-16 21:47:19,132,11.7,44.3
2023-02-18 19:09:48,132,18.29,70.2
2023-02-19 01:12:23,125,2.2,11.4
2023-02-26 15:07:24,236,3.21,18.4
2023-02-09 20:57:36,170,2.1,15.6
2023-02-25 16:00:35,132,9.66,47.1
2023-02-01 13:04:45,262,5.42,29.6
2023-02-04 18:46:38,249,1.8,16.3
2023-02-02 13:22:06,164,1.73,14.2
2023-02-16 13:36:15,238,1.37,10.0
2023-02-02 14:22:31,263,3.0,20.5
2023-02-13 14:55:02,143,0.7,6.5
2023-02-22 20:11:18,236,0.81,-8.6
2023-02-15 21:18:03,161,2.4,14.9
2023-02-09 18:21:52,163,2.04,14.2
2023-02-24 15:23:36,162,1.84,14.2
2023-02-09 10:12:05,163,1.04,10.0
2023-02-07 08:02:17,186,0.9,10.0
2023-02-12 03:16:58,148,3.87,19.8
2023-02-10 12:35:30,68,1.57,12.1
2023-02-13 09:54:29,238,4.11,22.6
2023-02-27 09:02:23,142,0.5,5.8
2023-02-06 10:45:18,48,1.7,13.5
2023-02-09 19:38:19,236,4.3,28.9
2023-02-22 12:18:36,234,2.58,21.9
2023-02-15 07:55:59,246,0.97,8.6
2023-02-26 02:47:39,186,1.19,10.0
2023-02-23 10:04:52,162,2.82,20.5
2023-02-09 19:56:38,48,2.19,14.2
2023-02-03 18:10:51,236,1.22,10.0
2023-02-25 04:06:57,158,8.12,33.23
2023-02-13 06:40:20,48,2.63,14.9
2023-02-15 18:42:55,141,1.52,10.0
2023-02-24 00:10:31,186,1.7,10.7
2023-02-12 18:06:11,238,0.85,7.2
2023-02-22 21:51:53,230,1.26,10.0
2023-02-06 17:04:08,237,0.92,9.3
2023-02-20 12:34:07,7,2.31,19.1
2023-02-03 14:15:17,237,1.3,9.3
2023-02-01 18:12:46,170,2.49,21.2
2023-02-28 12:28:26,262,3.0,19.1
2023-02-27 06:50:52,68,1.87,11.4
2023-02-24 15:28:13,239,0.52,5.1
2023-02-11 15:54:48,234,1.76,15.6
2023-02-22 19:35:39,142,0.7,9.3
2023-02-24 16:15:05,140,5.34,31.0
2023-02-14 22:28:52,158,2.41,14.9
2023-02-13 23:18:05,151,1.68,-10.7
2023-02-04 23:56:53,132,18.57,70.0
2023-02-13 11:36:48,162,2.9,19.8
2023-02-06 11:25:27,113,3.0,19.8
2023-02-01 16:52:12,239,2.11,14.2
2023-02-07 12:39:33,239,3.0,18.4
2023-02-17 08:12:46,236,1.14,10.0
2023-02-08 06:47:51,132,19.13,70.0
2023-02-13 08:50:44,79,2.2,14.9
2023-02-27 13:34:23,236,2.1,11.4
2023-02-22 14:58:31,237,1.3,10.7
2023-02-05 01:58:25,113,5.34,26.1
2023-02-15 16:47:54,142,12.55,70.0
2023-02-14 21:52:13,161,1.13,11.4
2023-02-10 18:37:55,237,1.71,10.7
2023-02-16 16:32:10,193,0.0,3.0
2023-02-14 20:28:52,107,3.81,19.1
2023-02-26 16:03:50,79,10.4,43.6
2023-02-05 10:35:42,236,0.7,6.5
2023-02-25 02:36:20,79,1.51,9.3
2023-02-22 03:30:11,55,6.8,36.5
2023-02-23 23:18:51,132,10.8,49.2
2023-02-17 18:09:55,230,2.5,14.9
2023-02-17 20:53:23,238,0.61,5.8
2023-02-27 09:03:53,238,1.66,11.4
2023-02-19 16:01:40,107,1.2,8.6
2023-02-09 21:00:57,230,10.27,42.2
2023-02-17 14:19:52,236,2.7,19.1
2023-02-26 01:16:56,114,1.48,15.6
2023-02-01 08:50:00,164,3.88,20.52
2023-02-13 11:20:00,170,1.43,10.94
2023-02-27 15:53:53,236,3.67,24.0
2023-02-09 19:02:33,33,4.1,26.8
2023-02-03 17:55:13,231,3.3,15.6
2023-02-03 09:39:12,107,1.1,9.3
2023-02-16 19:45:14,234,5.03,31.7
2023-02-06 07:07:26,142,2.15,12.8
2023-02-21 14:33:22,161,1.4,14.9
2023-02-27 12:51:46,230,2.11,12.1
2023-02-13 16:45:02,237,2.2,12.8
2023-02-26 16:37:30,234,3.2,21.2
2023-02-20 18:54:34,100,1.89,12.1
2023-02-19 18:58:03,263,0.8,6.5
2023-02-04 01:27:46,114,1.2,10.7
2023-02-19 11:31:16,138,2.27,12.8
2023-02-04 19:45:49,162,2.68,19.8
2023-02-16 06:19:32,162,0.9,6.5
2023-02-27 15:38:59,125,2.6,17.0
2023-02-25 20:48:57,209,1.18,10.7
2023-02-19 20:14:49,100,4.6,17.0
2023-02-16 08:12:34,234,1.1,9.3
2023-02-17 22:15:57,230,4.79,24.7
2023-02-14 10:58:10,140,2.11,17.7
2023-02-11 12:57:06,161,9.8,41.5
2023-02-26 12:49:55,138,8.9,35.9
2023-02-07 10:13:44,144,1.8,10.7
2023-02-24 06:11:52,162,1.6,8.6
2023-02-10 18:51:04,113,1.0,10.0
2023-02-16 11:56:40,138,9.6,44.3
2023-02-08 21:35:23,161,1.5,13.5
2023-02-16 16:03:36,141,0.5,6.5
2023-02-28 17:45:18,263,0.59,6.5
2023-02-07 17:46:27,161,0.9,10.0
2023-02-26 03:31:30,68,1.57,9.3
2023-02-03 15:01:59,161,1.3,10.7
2023-02-13 07:28:20,263,8.6,33.8
2023-02-18 11:24:46,43,1.35,11.4
2023-02-10 16:27:37,132,15.03,62.5
2023-02-09 13:33:34,163,3.32,19.8
2023-02-17 14:36:02,132,18.28,70.0
2023-02-04 22:18:39,132,8.43,33.1
2023-02-26 17:50:10,236,1.49,10.0
2023-02-05 15:41:10,236,0.61,7.2
2023-02-09 10:34:34,163,1.08,10.0
2023-02-13 18:43:50,236,0.9,7.2
2023-02-02 18:45:35,211,0.46,5.8
2023-02-21 20:18:00,237,2.06,12.8
2023-02-21 13:15:55,138,9.32,42.2
2023-02-20 21:34:35,100,4.14,20.5
2023-02-03 11:42:31,113,1.81,15.6
2023-02-08 12:42:56,224,2.3,16.3
2023-02-02 18:15:08,90,0.76,6.5
2023-02-12 13:14:54,141,0.77,6.5
2023-02-02 19:31:41,162,5.29,27.5
2023-02-06 13:39:24,43,1.39,11.4
2023-02-28 21:03:51,100,0.85,7.9
2023-02-03 19:56:01,144,0.9,8.6
2023-02-28 20:51:15,138,10.2,42.2
2023-02-07 08:24:10,263,1.4,9.3
2023-02-16 08:42:02,4,1.19,9.3
2023-02-14 11:40:38,164,0.74,12.1
2023-02-10 18:22:09,79,1.01,10.0
2023-02-15 08:34:08,229,2.56,15.6
2023-02-01 18:45:16,211,3.82,24.0
2023-02-04 09:02:31,162,1.27,10.0
2023-02-03 11:53:01,113,2.59,17.0
2023-02-13 09:30:38,132,18.48,70.0
2023-02-16 08:55:46,113,2.88,20.5
2023-02-22 22:16:42,249,1.59,9.3
2023-02-08 16:33:26,237,0.86,7.9
2023-02-01 22:10:17,233,1.56,8.6
2023-02-11 19:54:10,144,4.85,33.1
2023-02-19 21:05:12,113,4.95,26.8
2023-02-04 20:43:14,239,6.07,28.9
2023-02-06 08:52:09,48,1.1,7.9
2023-02-13 09:56:36,24,3.0,17.0
2023-02-04 13:09:42,90,0.71,5.8
2023-02-12 17:57:34,263,0.4,4.4
2023-02-22 22:26:30,264,1.47,8.6
2023-02-02 23:30:52,70,12.2,50.6
2023-02-25 10:38:19,24,0.8,6.5
2023-02-22 17:06:20,238,2.43,14.9
2023-02-25 10:46:42,100,1.63,12.1
2023-02-13 19:04:52,164,1.72,12.8
2023-02-16 20:26:13,234,0.95,7.2
2023-02-08 16:55:05,13,1.4,9.3
2023-02-13 20:04:47,237,1.44,10.0
2023-02-02 00:17:30,79,10.26,40.8
2023-02-25 17:20:19,230,2.55,14.9
2023-02-26 13:21:33,249,1.16,7.9
2023-02-05 02:05:59,48,2.64,13.5
2023-02-10 16:42:24,138,7.13,34.5
2023-02-02 13:21:05,170,2.2,16.3
2023-02-02 16:58:06,107,1.08,10.0
2023-02-22 06:54:39,238,1.4,9.3
2023-02-16 19:29:31,48,2.06,15.6
2023-02-23 09:44:55,170,2.2,16.3
2023-02-28 23:18:53,48,1.21,7.9
2023-02-01 22:11:25,186,0.89,7.2
2023-02-27 08:12:05,151,3.2,24.7
2023-02-23 20:00:04,161,0.71,7.9
2023-02-15 16:33:43,132,13.66,70.0
2023-02-21 16:01:19,79,0.3,5.8
2023-02-04 01:22:47,264,10.65,42.2
2023-02-18 17:42:12,48,0.78,7.2
2023-02-12 17:53:28,141,1.32,9.3
2023-02-05 00:15:53,48,3.78,18.4
2023-02-17 08:27:55,193,0.0,2.5
2023-02-18 11:14:00,162,1.5,11.4
2023-02-26 01:52:01,234,1.1,8.6
2023-02-17 19:25:58,234,1.36,12.1
2023-02-14 21:29:27,234,1.1,8.6
2023-02-20 15:37:17,43,2.2,16.3
2023-02-01 15:51:42,263,3.5,16.3
2023-02-01 14:57:09,114,1.3,10.0
2023-02-03 23:22:49,249,2.6,14.2
2023-02-09 14:47:38,107,1.8,10.7
2023-02-10 22:37:55,107,0.0,12.1
2023-02-18 20:12:02,132,18.0,70.0
2023-02-13 14:54:52,264,0.05,3.0
2023-02-07 19:55:03,216,3.47,14.9
2023-02-03 00:07:24,246,3.1,14.2
2023-02-13 09:43:46,186,46.3,278.8
2023-02-05 15:58:19,68,0.8,7.9
2023-02-09 06:36:16,236,2.78,12.85
2023-02-21 08:35:41,262,0.59,5.8
2023-02-23 16:44:29,263,4.43,26.1
2023-02-01 08:41:37,262,2.46,14.9
2023-02-27 10:17:38,211,2.54,19.1
2023-02-21 10:45:12,43,0.8,7.2
2023-02-28 18:37:17,249,0.9,7.2
2023-02-20 20:53:43,186,2.6,14.2
2023-02-07 23:06:57,68,2.93,16.3
2023-02-12 17:04:22,237,3.29,18.4
2023-02-18 20:40:00,170,2.47,13.5
2023-02-19 02:04:35,37,5.51,17.41
2023-02-03 12:14:00,148,6.28,24.2
2023-02-22 18:22:21,186,1.05,12.8
2023-02-10 16:16:21,107,6.21,35.9
2023-02-02 17:27:46,141,1.18,8.6
2023-02-09 16:19:42,170,1.2,10.0
2023-02-09 09:28:14,138,13.5,57.6
2023-02-20 15:31:15,74,1.6,8.6
2023-02-24 14:10:54,161,1.5,12.8
2023-02-08 14:34:23,234,1.09,10.0
2023-02-08 22:14:57,234,1.1,8.6
2023-02-28 14:38:45,132,12.62,58.3
2023-02-05 17:48:09,237,1.29,9.3
2023-02-24 11:01:56,264,1.38,12.1
2023-02-18 19:26:51,144,0.96,7.2
2023-02-19 16:14:38,170,1.58,12.8
2023-02-20 10:59:46,262,1.37,-9.3
2023-02-01 12:17:09,161,1.3,8.6
2023-02-10 00:24:57,164,8.3,40.8
2023-02-10 22:41:39,163,2.5,14.9
2023-02-07 16:30:43,249,0.4,5.1
2023-02-14 08:33:24,125,0.55,5.1
2023-02-03 11:13:04,234,3.37,26.1
2023-02-27 13:43:00,132,21.38,70.0
2023-02-19 09:42:24,263,0.66,5.8
2023-02-10 16:40:47,163,1.5,10.7
2023-02-26 13:00:51,138,10.4,40.8
2023-02-15 09:13:53,161,2.28,12.8
2023-02-21 11:40:18,170,2.04,18.4
2023-02-14 22:23:09,132,14.04,52.7
2023-02-13 20:19:18,231,1.84,10.7
2023-02-09 23:45:00,249,1.2,8.6
2023-02-27 13:32:29,114,1.9,14.9
2023-02-16 14:25:09,262,0.99,7.9
2023-02-03 18:52:18,68,2.24,14.9
2023-02-08 18:37:10,114,2.96,17.7
2023-02-18 18:46:01,142,0.9,9.3
2023-02-22 16:01:19,141,0.7,5.8
2023-02-07 12:54:22,140,1.7,14.2
2023-02-05 11:52:50,249,0.79,7.9
2023-02-22 21:04:06,186,0.85,7.2
2023-02-16 17:21:01,138,9.56,47.1
2023-02-04 15:39:26,236,3.07,20.5
2023-02-17 19:23:22,132,15.64,61.8
2023-02-09 09:28:04,177,7.7,45.5
2023-02-24 07:35:32,107,1.7,10.7
2023-02-03 21:00:58,142,2.34,10.7
2023-02-24 20:06:11,238,0.6,5.8
2023-02-20 10:46:53,249,1.2,8.6
2023-02-10 20:16:38,142,1.54,12.1
2023-02-12 15:38:35,262,1.43,9.3
2023-02-15 10:23:03,138,8.76,39.4
2023-02-19 02:25:58,148,2.3,12.8
2023-02-08 11:22:14,100,6.83,-37.3
2023-02-07 12:17:28,142,3.0,17.7
2023-02-27 19:06:12,163,1.12,10.0
2023-02-01 07:02:48,40,1.15,9.3
2023-02-13 21:03:28,107,0.69,5.1
2023-02-06 23:33:19,163,3.13,17.0
2023-02-03 14:26:52,68,0.0,-70.0
2023-02-05 21:38:10,239,1.35,9.3
2023-02-15 20:43:16,161,1.15,9.3
2023-02-01 20:20:09,79,1.12,8.6
2023-02-16 20:08:51,234,1.26,9.3
2023-02-13 15:05:10,237,0.38,5.1
2023-02-21 16:57:04,141,3.0,17.7
2023-02-22 16:22:04,230,2.39,16.3
2023-02-25 10:44:03,231,4.69,24.0
2023-02-23 22:13:36,100,1.02,9.3
2023-02-12 01:56:53,161,3.2,18.4
2023-02-04 17:38:02,162,0.86,7.2
2023-02-25 18:48:16,158,0.99,8.6
2023-02-08 09:45:21,236,2.34,18.4
2023-02-06 15:49:34,236,1.15,7.9
2023-02-14 12:53:49,234,3.94,34.5
2023-02-02 11:29:28,70,13.3,54.8
2023-02-22 19:05:28,249,1.6,11.4
2023-02-27 19:42:51,161,3.4,17.7
2023-02-11 10:04:09,100,2.4,16.3
2023-02-16 18:40:41,164,1.09,8.6
2023-02-10 07:17:04,238,1.49,9.3
2023-02-01 09:51:53,161,8.4,35.9
2023-02-10 15:51:50,229,2.9,21.2
2023-02-06 00:23:38,138,13.13,51.3
2023-02-05 02:38:01,137,0.81,7.2
2023-02-13 15:35:54,138,9.2,36.6
2023-02-26 17:43:26,100,1.08,11.4
2023-02-19 15:52:39,262,3.1,16.3
2023-02-15 18:22:45,43,1.9,14.9
2023-02-28 22:21:16,138,10.23,40.8
2023-02-08 20:27:17,163,1.62,10.0
2023-02-24 15:59:00,137,0.78,7.2
2023-02-28 06:16:49,132,19.1,70.0
2023-02-16 16:24:22,161,1.8,19.8
2023-02-05 10:04:52,263,0.3,4.4
2023-02-09 13:54:52,229,1.06,10.7
2023-02-07 08:26:22,236,0.97,10.7
2023-02-07 20:03:25,237,3.77,21.2
2023-02-26 12:23:13,236,1.5,9.3
2023-02-10 06:41:33,163,12.2,48.5
2023-02-02 19:50:34,238,1.69,11.4
2023-02-05 00:30:51,137,1.4,10.0
2023-02-13 17:20:49,161,3.4,25.4
2023-02-05 11:37:01,107,2.48,12.88
2023-02-21 12:36:18,132,19.45,70.0
2023-02-23 15:48:42,132,13.2,58.3
2023-02-20 16:20:31,138,10.3,44.3
2023-02-14 12:40:42,43,1.5,12.8
2023-02-16 10:38:19,246,0.9,8.6
2023-02-07 18:14:31,230,2.3,17.0
2023-02-12 01:24:22,148,1.4,11.4
2023-02-25 20:58:31,234,4.03,21.9
2023-02-13 21:21:40,90,1.54,10.7
2023-02-09 23:59:15,142,1.12,8.6
2023-02-06 02:07:27,79,0.6,5.8
2023-02-27 18:01:00,170,2.44,16.3
2023-02-11 00:41:27,234,2.3,60.0
2023-02-15 09:19:26,234,1.02,15.6
2023-02-09 23:10:58,142,8.59,38.0
2023-02-04 22:30:13,141,0.46,5.1
2023-02-11 01:56:21,79,1.49,9.3
2023-02-12 10:47:46,79,2.94,17.0
2023-02-28 23:23:38,87,3.0,16.3
2023-02-24 19:01:49,138,9.8,38.7
2023-02-27 16:34:34,75,1.2,9.3
2023-02-28 14:43:56,239,1.95,14.9
2023-02-25 21:38:15,142,0.61,5.8
2023-02-04 09:34:23,246,0.8,7.9
2023-02-06 07:31:07,186,0.87,6.5
2023-02-11 02:45:29,249,1.39,7.9
2023-02-04 15:27:08,234,0.55,-5.8
2023-02-11 05:07:12,216,12.08,47.8
2023-02-10 22:35:19,249,1.57,14.9
2023-02-08 00:47:54,79,3.78,17.0
2023-02-01 17:02:11,234,0.96,7.2
2023-02-24 02:56:15,158,2.17,11.4
2023-02-12 15:53:11,233,6.88,33.8
2023-02-04 08:17:01,132,1.1,70.0
2023-02-09 14:52:58,162,1.55,12.8
2023-02-10 06:41:00,25,6.65,30.3
2023-02-07 15:59:31,236,1.1,10.0
2023-02-13 13:05:35,145,0.0,3.0
2023-02-04 19:30:09,249,1.67,12.1
2023-02-21 10:07:08,163,2.68,17.7
2023-02-28 21:56:55,170,3.15,17.0
2023-02-13 12:27:16,162,2.52,18.4
2023-02-23 15:18:10,162,2.19,14.2
2023-02-10 07:31:46,141,0.9,6.5
2023-02-17 11:37:33,79,0.6,5.8
2023-02-02 14:11:48,264,4.14,26.8
2023-02-28 14:38:01,90,2.17,17.7
2023-02-26 17:19:43,186,0.76,-10.0
2023-02-24 19:07:29,186,0.8,9.3
2023-02-05 17:24:25,143,1.5,10.7
2023-02-24 02:12:35,79,4.04,18.4
2023-02-05 09:34:42,132,7.2,31.7
2023-02-04 18:30:40,140,5.01,26.1
2023-02-27 17:57:43,186,3.34,19.8
2023-02-28 19:21:55,151,2.1,14.2
2023-02-11 08:41:29,229,0.5,4.4
2023-02-02 09:44:27,100,0.72,7.9
2023-02-01 15:30:32,229,1.0,7.9
2023-02-13 03:11:43,186,1.05,7.2
2023-02-02 07:19:54,163,0.9,7.9
2023-02-17 10:30:43,161,2.51,17.0
2023-02-11 11:01:22,113,2.23,17.7
2023-02-25 11:06:15,234,1.3,8.6
2023-02-19 01:34:58,148,1.56,12.1
2023-02-13 21:42:56,186,3.32,21.2
2023-02-04 19:18:43,186,3.71,-24.7
2023-02-04 10:18:36,48,8.63,38.7
2023-02-10 19:45:55,249,3.17,20.5
2023-02-04 13:50:53,236,5.87,26.8
2023-02-19 14:56:02,186,1.8,12.8
2023-02-09 07:39:04,262,1.3,9.3
2023-02-16 09:02:21,249,2.5,17.7
2023-02-11 20:24:37,264,1.2,7.2
2023-02-13 18:18:26,246,1.32,12.8
2023-02-24 20:00:01,263,2.16,13.5
2023-02-24 20:18:10,142,1.64,10.7
2023-02-08 01:11:28,142,8.19,33.8
2023-02-27 19:43:41,239,0.79,6.5
2023-02-20 11:25:09,230,4.49,26.8
2023-02-14 17:24:57,246,1.1,10.7
2023-02-01 14:03:01,79,1.9,19.1
2023-02-16 12:02:25,186,4.16,24.0
2023-02-27 22:11:42,132,5.1,23.3
2023-02-03 08:57:42,142,2.91,19.1
2023-02-01 08:20:53,237,0.9,9.3
2023-02-20 01:01:21,163,1.5,8.6
2023-02-26 17:10:01,170,2.45,14.9
2023-02-18 18:33:42,230,1.09,10.7
2023-02-07 16:45:00,141,2.14,18.4
2023-02-15 12:30:08,107,1.25,12.8
2023-02-12 00:37:51,48,1.7,11.4
2023-02-02 14:34:23,100,1.7,14.2
2023-02-06 16:41:10,141,1.75,11.4
2023-02-13 17:34:58,151,1.31,10.0
2023-02-05 18:33:13,79,0.87,6.5
2023-02-14 12:03:00,186,1.73,19.8
2023-02-28 11:01:51,48,0.98,10.7
2023-02-01 16:52:01,24,3.14,16.68
2023-02-04 22:31:36,68,2.0,14.2
2023-02-22 20:25:07,161,3.5,20.5
2023-02-22 08:47:53,237,1.5,14.25
2023-02-13 20:38:59,50,2.2,11.4
2023-02-28 10:38:22,132,4.08,17.7
2023-02-16 13:37:27,161,11.96,52.7
2023-02-15 12:53:46,186,4.01,21.9
2023-02-13 14:35:29,132,18.45,70.0
2023-02-02 12:17:36,237,1.58,13.5
2023-02-22 19:52:13,79,0.9,7.2
2023-02-05 12:23:30,50,0.79,5.8
2023-02-20 17:46:12,236,0.75,6.5
2023-02-28 19:12:52,161,2.5,17.0
2023-02-23 08:17:21,264,1.45,10.7
2023-02-24 13:30:42,164,17.4,70.0
2023-02-07 13:03:36,164,0.95,9.3
2023-02-06 18:14:13,162,0.64,6.5
2023-02-16 09:48:17,230,1.55,12.1
2023-02-24 08:55:33,140,0.7,7.9
2023-02-05 20:58:54,186,0.56,5.1
2023-02-14 18:26:09,113,0.5,5.8
2023-02-11 21:50:48,100,1.69,13.5
2023-02-25 15:45:32,79,1.8,13.5
2023-02-25 14:54:24,170,2.3,14.2
2023-02-16 06:07:06,239,1.73,10.7
2023-02-02 14:56:40,230,0.8,7.9
2023-02-15 11:04:19,230,1.7,11.4
2023-02-15 17:30:16,237,1.05,10.0
2023-02-07 18:21:40,237,2.99,17.0
