tpep_pickup_datetime,PULocationID,trip_distance,fare_amount
2023-01-30 16:56:29,263,3.2,16.3
2023-01-14 23:23:00,230,0.72,13.5
2023-01-14 11:58:58,48,1.05,10.0
2023-01-02 21:28:07,231,1.3,8.6
2023-01-31 14:30:34,170,0.0,5.1
2023-01-11 18:52:45,186,2.77,18.4
2023-01-17 14:11:14,162,1.1,14.9
2023-01-16 10:03:39,137,1.86,10.7
2023-01-08 15:10:37,162,2.0,12.1
2023-01-30 01:06:10,132,7.18,28.9
2023-01-05 14:09:34,231,8.98,41.5
2023-01-02 17:55:46,107,2.63,14.9
2023-01-17 12:16:31,100,1.87,15.6
2023-01-07 20:21:07,164,1.76,14.2
2023-01-15 15:56:58,161,0.63,6.5
2023-01-03 18:25:35,70,8.5,35.9
2023-01-16 22:08:28,166,0.8,7.2
2023-01-08 17:46:09,142,1.46,12.8
2023-01-14 19:22:52,132,0.0,38.7
2023-01-13 18:19:46,161,0.29,5.1
2023-01-27 16:22:08,163,2.31,16.3
2023-01-30 16:12:01,238,0.5,5.1
2023-01-14 13:37:26,141,0.2,4.4
2023-01-15 02:55:50,158,2.07,10.7
2023-01-29 00:47:10,148,3.1,15.6
2023-01-04 21:34:11,161,2.95,17.0
2023-01-22 02:14:08,162,6.5,31.0
2023-01-02 11:15:40,50,1.06,7.2
2023-01-29 00:30:27,231,0.94,7.2
2023-01-21 14:17:30,161,0.55,5.8
2023-01-17 09:15:28,90,1.35,10.0
2023-01-07 22:17:25,239,1.65,-11.4
2023-01-02 00:48:01,90,2.87,14.9
2023-01-25 11:00:18,236,1.8,14.9
2023-01-18 13:17:40,246,2.02,13.5
2023-01-28 15:50:11,161,1.28,11.4
2023-01-28 23:11:13,230,2.77,14.2
2023-01-04 06:49:40,151,1.67,10.7
2023-01-24 12:41:04,87,1.14,10.7
2023-01-11 09:06:23,238,0.37,5.1
2023-01-19 09:40:26,125,1.9,10.7
2023-01-17 10:36:10,43,1.4,12.1
2023-01-08 20:54:24,138,5.79,26.1
2023-01-06 23:45:29,164,0.54,5.1
2023-01-14 13:26:09,90,0.7,5.8
2023-01-10 18:31:27,48,0.86,10.7
2023-01-06 22:09:15,48,0.64,5.8
2023-01-08 18:26:18,236,2.47,14.2
2023-01-05 14:56:40,263,1.93,14.2
2023-01-29 19:35:52,246,3.22,17.0
2023-01-18 13:46:27,113,2.5,16.3
2023-01-08 10:49:57,186,0.6,7.2
2023-01-24 00:25:07,107,0.75,5.8
2023-01-30 17:22:59,138,9.25,41.5
2023-01-17 09:52:13,170,1.27,10.7
2023-01-06 14:55:16,158,1.52,10.7
2023-01-07 16:35:13,161,3.3,20.5
2023-01-11 13:11:09,68,0.62,14.9
2023-01-12 13:06:00,236,4.7,30.3
2023-01-04 17:09:56,68,1.37,8.6
2023-01-23 12:39:08,48,1.05,-9.3
2023-01-12 08:54:26,186,3.92,23.3
2023-01-30 11:03:13,138,10.72,40.8
2023-01-29 11:55:50,229,1.39,10.7
2023-01-23 12:26:11,137,1.71,14.9
2023-01-05 22:39:24,163,3.91,19.1
2023-01-10 17:51:26,164,2.14,14.9
2023-01-30 05:02:51,61,1.1,16.5
2023-01-12 18:44:36,48,1.61,11.4
2023-01-25 15:17:25,237,3.4,21.9
2023-01-30 10:58:34,237,1.87,14.2
2023-01-22 04:03:55,79,4.14,17.7
2023-01-17 08:44:25,87,1.16,11.4
2023-01-30 16:10:09,68,1.6,10.7
2023-01-21 21:29:40,249,4.48,25.4
2023-01-26 23:03:10,162,3.79,17.0
2023-01-14 12:32:36,262,2.5,13.5
2023-01-30 22:03:08,158,2.6,13.5
2023-01-04 22:16:19,138,10.19,40.8
2023-01-06 22:26:10,239,3.36,18.4
2023-01-30 21:59:30,162,3.62,18.4
2023-01-12 23:04:01,107,0.8,6.5
2023-01-25 20:00:02,158,1.3,3.0
2023-01-25 10:27:55,186,0.82,5.8
2023-01-17 15:51:41,239,2.12,14.9
2023-01-02 13:44:53,186,1.02,7.2
2023-01-09 08:00:07,238,10.1,48.5
2023-01-12 16:50:25,238,0.7,6.5
2023-01-17 09:43:19,90,0.7,5.1
2023-01-11 17:26:08,236,1.3,10.0
2023-01-07 20:45:06,114,3.93,25.4
2023-01-21 09:25:46,209,5.35,21.9
2023-01-17 16:46:41,186,1.9,12.8
2023-01-28 17:52:46,237,1.3,10.7
2023-01-17 11:17:25,230,1.32,12.1
2023-01-30 11:26:44,237,0.8,6.5
2023-01-27 13:04:30,163,1.3,9.3
2023-01-17 19:56:16,164,2.29,12.8
2023-01-08 14:53:13,142,1.49,8.6
2023-01-13 17:14:52,90,1.45,12.1
2023-01-29 03:25:56,61,5.42,27.5
2023-01-14 21:44:07,90,3.32,19.1
2023-01-11 14:20:11,234,1.4,10.0
2023-01-16 20:53:17,230,0.85,7.2
2023-01-18 12:45:19,236,3.14,28.9
2023-01-02 17:00:24,132,18.58,70.0
2023-01-15 20:34:40,79,3.1,16.3
2023-01-05 18:48:05,237,1.5,11.4
2023-01-01 19:51:06,68,2.14,13.5
2023-01-18 18:37:40,246,3.27,20.5
2023-01-09 12:30:13,229,3.2,19.1
2023-01-08 22:02:17,138,9.4,38.7
2023-01-29 11:07:33,230,3.74,24.0
2023-01-30 20:19:46,161,0.97,7.2
2023-01-11 14:21:50,264,10.55,49.2
2023-01-31 20:46:19,238,1.25,8.6
2023-01-21 16:25:58,113,1.95,19.1
2023-01-18 17:16:48,88,4.52,26.8
2023-01-14 10:54:42,238,3.92,18.4
2023-01-03 21:40:20,132,16.41,68.8
2023-01-04 13:05:23,132,17.95,70.0
2023-01-04 23:17:01,79,1.16,8.6
2023-01-12 18:34:58,261,1.93,12.8
2023-01-29 00:42:58,79,2.5,14.2
2023-01-12 21:38:54,144,2.81,17.0
2023-01-15 21:03:52,158,2.27,16.3
2023-01-29 10:06:47,132,20.0,70.0
2023-01-25 17:34:25,163,1.32,10.0
2023-01-06 15:29:06,236,1.71,16.3
2023-01-24 20:41:21,237,0.98,6.5
2023-01-17 21:27:25,164,2.4,14.2
2023-01-08 11:22:12,239,1.3,9.3
2023-01-21 17:47:51,249,1.7,12.1
2023-01-18 21:45:35,68,2.15,16.3
2023-01-29 21:30:39,68,2.8,14.2
2023-01-31 14:34:07,246,1.94,19.1
2023-01-24 11:25:28,29,0.0,53.5
2023-01-10 17:34:25,161,0.06,3.7
2023-01-04 18:06:11,68,1.55,13.5
2023-01-31 22:54:00,48,1.65,10.0
2023-01-27 22:01:17,158,7.65,31.7
2023-01-01 23:43:02,209,6.47,27.5
2023-01-03 02:33:57,68,2.02,12.1
2023-01-17 20:47:45,231,4.02,20.5
2023-01-26 07:20:51,143,1.84,11.4
2023-01-26 08:37:29,68,0.9,7.9
2023-01-05 14:55:48,237,1.7,14.2
2023-01-01 10:08:30,170,1.77,14.9
2023-01-21 21:19:06,142,2.6,13.5
2023-01-20 21:38:16,186,1.23,10.7
2023-01-31 10:00:15,238,1.69,11.4
2023-01-14 11:56:19,141,0.82,6.5
2023-01-10 19:39:26,264,19.42,73.0
2023-01-03 20:01:02,151,1.74,14.2
2023-01-10 18:07:24,148,1.5,10.7
2023-01-17 00:11:50,163,2.7,14.2
2023-01-07 18:48:03,68,0.0,18.29
2023-01-28 10:03:25,166,2.64,16.3
2023-01-14 16:55:20,48,0.8,7.2
2023-01-22 19:17:49,132,18.91,70.0
2023-01-25 15:32:52,100,1.48,15.6
2023-01-16 13:12:55,237,0.37,5.1
2023-01-28 13:00:15,236,1.4,8.6
2023-01-06 17:49:09,132,20.39,70.0
2023-01-22 00:23:18,48,3.08,18.4
2023-01-03 18:40:05,236,1.59,10.7
2023-01-14 09:31:12,142,1.14,6.5
2023-01-18 09:02:21,237,0.86,6.5
2023-01-14 13:34:39,230,2.45,12.8
2023-01-20 19:28:07,137,3.13,21.2
2023-01-03 23:07:57,68,5.2,24.7
2023-01-13 18:52:55,162,1.3,10.7
2023-01-29 13:15:00,237,1.74,12.1
2023-01-26 16:26:48,236,0.81,7.9
2023-01-20 19:55:30,186,1.52,10.7
2023-01-26 10:01:13,68,5.15,32.4
2023-01-15 18:44:31,237,1.42,10.0
2023-01-18 21:10:58,236,1.8,9.3
2023-01-16 14:20:45,114,4.5,22.6
2023-01-24 18:15:05,246,0.9,10.0
2023-01-02 20:45:11,113,1.66,11.4
2023-01-28 12:30:16,163,3.65,21.9
2023-01-23 13:50:31,151,1.7,11.4
2023-01-18 19:11:53,50,1.0,7.2
2023-01-26 09:06:49,140,3.9,19.8
2023-01-07 17:37:13,231,1.61,12.1
2023-01-15 10:50:53,162,1.72,11.4
2023-01-22 00:41:49,231,1.06,7.9
2023-01-02 18:37:20,113,0.78,7.9
2023-01-26 20:34:33,163,0.6,5.8
2023-01-06 17:38:57,170,0.0,87.0
2023-01-05 17:15:07,237,1.6,10.7
2023-01-20 22:50:39,151,2.5,14.9
2023-01-10 21:27:49,239,1.88,10.7
2023-01-29 06:50:42,263,1.18,7.2
2023-01-27 17:39:24,186,1.26,12.8
2023-01-24 16:42:09,236,1.4,11.4
2023-01-13 15:24:47,249,18.43,70.0
2023-01-11 14:27:22,262,0.8,8.6
2023-01-08 22:40:24,161,0.7,6.5
2023-01-26 19:37:52,162,0.8,6.5
2023-01-12 19:48:19,239,0.8,6.5
2023-01-14 19:08:16,246,1.74,15.6
2023-01-02 15:46:48,163,1.18,6.5
2023-01-10 11:55:30,132,4.08,26.8
2023-01-23 18:43:42,48,0.8,7.9
2023-01-24 19:20:26,137,2.06,14.2
2023-01-24 18:20:40,246,1.4,10.7
2023-01-10 07:23:09,141,0.77,5.8
2023-01-05 23:05:30,132,18.22,70.0
2023-01-23 19:15:13,230,0.73,6.5
2023-01-05 18:29:01,142,0.8,7.9
2023-01-31 11:58:57,263,2.28,16.3
2023-01-04 11:37:09,142,0.98,7.9
2023-01-27 06:46:35,239,2.5,13.5
2023-01-06 05:04:16,132,19.23,70.0
2023-01-28 18:48:51,263,1.46,12.1
2023-01-21 11:30:27,161,3.4,19.8
2023-01-13 13:28:03,24,0.9,8.6
2023-01-14 10:56:43,114,1.6,10.7
2023-01-08 02:59:55,148,2.81,15.6
2023-01-24 21:51:40,107,3.39,15.6
2023-01-27 22:00:19,132,18.09,70.0
2023-01-03 11:50:45,138,30.11,169.6
2023-01-22 17:30:56,231,1.05,18.4
2023-01-26 16:15:25,50,3.6,21.2
2023-01-28 11:20:35,100,0.9,7.9
2023-01-21 17:27:47,263,5.33,24.0
2023-01-12 21:43:13,90,8.81,38.7
2023-01-28 19:02:14,107,1.7,14.2
2023-01-28 18:16:53,249,0.6,7.9
2023-01-10 12:50:54,230,21.22,99.3
2023-01-15 13:11:28,107,1.36,9.3
2023-01-03 15:11:43,164,0.88,6.5
2023-01-14 19:09:07,237,1.4,9.3
2023-01-27 14:07:20,230,0.77,7.9
2023-01-20 02:41:20,114,8.34,40.1
2023-01-23 22:49:14,236,1.57,10.0
2023-01-13 14:28:02,162,1.3,10.0
2023-01-21 17:13:42,12,5.6,31.0
2023-01-31 18:06:20,170,1.61,12.8
2023-01-05 18:40:50,264,1.67,10.7
2023-01-31 16:14:43,142,3.4,18.4
2023-01-17 20:53:39,237,0.6,5.1
2023-01-06 13:33:48,237,0.4,5.8
2023-01-09 14:29:55,161,1.7,10.7
2023-01-14 02:33:42,249,1.8,10.7
2023-01-27 11:38:34,170,2.16,15.6
2023-01-25 13:30:58,161,0.93,10.0
2023-01-09 22:38:15,144,2.06,12.1
2023-01-04 12:54:36,263,2.43,14.2
2023-01-21 23:04:09,132,13.4,56.9
2023-01-10 07:47:45,237,1.39,10.0
2023-01-08 04:29:39,237,0.95,7.9
2023-01-29 12:36:14,162,2.1,12.1
2023-01-26 16:07:57,170,0.94,8.6
2023-01-17 19:57:56,100,1.23,9.3
2023-01-26 16:01:00,90,1.0,7.9
2023-01-03 06:39:53,132,10.51,63.9
2023-01-17 16:08:01,132,19.31,70.0
2023-01-17 08:28:33,234,0.6,5.8
2023-01-31 16:09:53,141,3.5,30.3
2023-01-12 06:15:20,233,1.32,7.9
2023-01-17 15:29:44,249,3.42,21.9
2023-01-01 09:32:51,132,25.66,70.0
2023-01-21 11:46:23,141,3.25,16.3
2023-01-08 00:19:43,79,1.48,10.0
2023-01-30 10:30:30,90,0.8,7.2
2023-01-23 16:26:53,170,2.03,14.9
2023-01-12 21:48:21,186,1.68,15.6
2023-01-23 17:04:15,237,2.13,13.5
2023-01-25 18:43:28,230,1.04,12.8
2023-01-31 16:28:48,88,5.13,28.2
2023-01-16 20:03:44,186,1.1,7.2
2023-01-14 13:19:52,79,2.1,12.1
2023-01-27 17:57:56,141,2.0,14.9
2023-01-18 14:50:37,264,0.83,6.5
2023-01-12 08:09:49,79,0.9,7.2
2023-01-15 23:11:18,234,3.1,15.6
2023-01-24 11:11:30,113,3.4,23.3
2023-01-06 13:38:57,239,2.37,16.3
2023-01-03 23:23:23,249,3.9,17.7
2023-01-17 11:12:09,164,2.29,17.0
2023-01-25 21:25:13,233,7.06,30.3
2023-01-18 17:17:25,140,2.3,14.9
2023-01-02 10:56:32,237,0.42,5.1
2023-01-21 01:36:13,239,1.63,9.3
2023-01-04 22:30:40,239,1.75,11.4
2023-01-29 12:56:51,162,1.05,8.6
2023-01-21 15:20:20,162,1.04,9.3
2023-01-01 20:14:31,151,0.3,4.4
2023-01-31 04:17:45,48,5.3,24.0
2023-01-20 16:41:51,114,3.78,29.6
2023-01-21 15:15:52,161,1.59,10.7
2023-01-09 07:44:05,116,3.08,18.4
2023-01-26 18:17:52,90,0.5,6.5
